Instance,Time,Best Bound,Best Objective,Gap,Nodes,Simplex Iterations,Depth,Root Time,Root Bound,Root Heu,Root Iterations
hayes-roth_enc.csv,4.463371858000755,80.0,80.0,0.0,392,27725,2,0.04,132.0,45.0,629
