Instance,Time,Best Bound,Best Objective,Gap,Nodes,Simplex Iterations,Depth,Root Time,Root Bound,Root Heu,Root Iterations
balance-scale_enc.csv,3600,577.33333,485.0,19.0,2771,0,4,0.36,625.0,16.0,3699
