Instance,Time,Best Bound,Best Objective,Gap,Nodes,Simplex Iterations,Depth,Root Time,Root Bound,Root Heu,Root Iterations
car_evaluation_enc.csv,3600,1728.0,1287.0,34.3,0,0,5,59.24,1728.0,-0.0,52959
