Instance,Time,Best Bound,Best Objective,Gap,Nodes,Simplex Iterations,Depth,Root Time,Root Bound,Root Heu,Root Iterations
breast-cancer_enc.csv,3600,271.0,230.0,17.8,51166,0,4,1.81,277.0,-0.0,9887
